SnapshotDate,ProductID,WarehouseID,StockOnHand
2024-03-01,P0006,W03,311
2024-03-01,P0007,W01,397
2024-03-01,P0007,W02,95
2024-03-01,P0007,W03,468
2024-03-01,P0008,W01,201
2024-03-01,P0008,W02,333
2024-03-01,P0008,W03,475
2024-03-01,P0009,W01,419
2024-03-01,P0009,W02,543
2024-03-01,P0009,W03,150
2024-03-01,P0010,W01,83
2024-03-01,P0010,W02,582
2024-03-01,P0010,W03,267
2024-03-01,P0011,W01,110
2024-03-01,P0011,W02,117
2024-03-01,P0011,W03,583
2024-03-01,P0012,W01,534
2024-03-01,P0012,W02,478
2024-03-01,P0012,W03,533
2024-03-01,P0013,W01,551
2024-03-01,P0013,W02,465
2024-03-01,P0013,W03,461
2024-03-01,P0014,W01,59
2024-03-01,P0014,W02,189
2024-03-01,P0014,W03,595
2024-03-01,P0015,W01,326
2024-03-01,P0015,W02,143
2024-03-01,P0015,W03,204
2024-03-01,P0016,W01,343
2024-03-01,P0016,W02,254
2024-03-01,P0016,W03,311
2024-03-01,P0017,W01,501
2024-03-01,P0017,W02,254
2024-03-01,P0017,W03,302
2024-03-01,P0018,W01,299
2024-03-01,P0018,W02,177
2024-03-01,P0018,W03,470
2024-03-01,P0019,W01,588
2024-03-01,P0019,W02,98
2024-03-01,P0019,W03,51
2024-03-01,P0020,W01,527
2024-03-01,P0020,W02,369
2024-03-01,P0020,W03,51
2024-03-01,P0021,W01,594
2024-03-01,P0021,W02,400
2024-03-01,P0021,W03,533
2024-03-01,P0022,W01,582
2024-03-01,P0022,W02,406
2024-03-01,P0022,W03,205
2024-03-01,P0023,W01,84
2024-03-01,P0023,W02,51
2024-03-01,P0023,W03,583
2024-03-01,P0024,W01,281
2024-03-01,P0024,W02,428
2024-03-01,P0024,W03,44
2024-03-01,P0025,W01,517
2024-03-01,P0025,W02,47
2024-03-01,P0025,W03,359
2024-03-01,P0026,W01,98
2024-03-01,P0026,W02,325
2024-03-01,P0026,W03,470
2024-03-01,P0027,W01,511
2024-03-01,P0027,W02,335
2024-03-01,P0027,W03,49
2024-03-01,P0028,W01,77
2024-03-01,P0028,W02,182
2024-03-01,P0028,W03,214
2024-03-01,P0029,W01,214
2024-03-01,P0029,W02,288
2024-03-01,P0029,W03,441
2024-03-01,P0030,W01,68
2024-03-01,P0030,W02,94
2024-03-01,P0030,W03,331
2024-03-01,P0031,W01,303
2024-03-01,P0031,W02,223
2024-03-01,P0031,W03,129
2024-03-01,P0032,W01,444
2024-03-01,P0032,W02,551
2024-03-01,P0032,W03,147
2024-03-01,P0033,W01,200
2024-03-01,P0033,W02,562
2024-03-01,P0033,W03,399
2024-03-01,P0034,W01,597
2024-03-01,P0034,W02,185
2024-03-01,P0034,W03,180
2024-03-01,P0035,W01,389
2024-03-01,P0035,W02,549
2024-03-01,P0035,W03,75
2024-03-01,P0036,W01,391
2024-03-01,P0036,W02,446
2024-03-01,P0036,W03,186
2024-03-01,P0037,W01,378
2024-03-01,P0037,W02,227
2024-03-01,P0037,W03,338
2024-03-01,P0038,W01,338
2024-03-01,P0038,W02,94
2024-03-01,P0038,W03,68
2024-03-01,P0039,W01,591
2024-03-01,P0039,W02,114
2024-03-01,P0039,W03,325
2024-03-01,P0040,W01,237
2024-03-01,P0040,W02,167
2024-03-01,P0040,W03,58
2024-03-01,P0041,W01,375
2024-03-01,P0041,W02,130
2024-03-01,P0041,W03,565
2024-03-01,P0042,W01,490
2024-03-01,P0042,W02,277
2024-03-01,P0042,W03,588
2024-03-01,P0043,W01,336
2024-03-01,P0043,W02,323
2024-03-01,P0043,W03,342
2024-03-01,P0044,W01,404
2024-03-01,P0044,W02,419
2024-03-01,P0044,W03,548
2024-03-01,P0045,W01,314
2024-03-01,P0045,W02,281
2024-03-01,P0045,W03,70
2024-03-01,P0046,W01,123
2024-03-01,P0046,W02,523
2024-03-01,P0046,W03,432
2024-03-01,P0047,W01,578
2024-03-01,P0047,W02,42
2024-03-01,P0047,W03,132
2024-03-01,P0048,W01,395
2024-03-01,P0048,W02,500
2024-03-01,P0048,W03,320
2024-03-01,P0049,W01,274
2024-03-01,P0049,W02,162
2024-03-01,P0049,W03,241
2024-03-01,P0050,W01,106
2024-03-01,P0050,W02,562
2024-03-01,P0050,W03,338
2024-04-01,P0001,W01,289
2024-04-01,P0001,W02,417
2024-04-01,P0001,W03,244
2024-04-01,P0002,W01,535
2024-04-01,P0002,W02,286
2024-04-01,P0002,W03,65
2024-04-01,P0003,W01,67
2024-04-01,P0003,W02,269
2024-04-01,P0003,W03,554
2024-04-01,P0004,W01,518
2024-04-01,P0004,W02,522
2024-04-01,P0004,W03,500
2024-04-01,P0005,W01,296
2024-04-01,P0005,W02,160
2024-04-01,P0005,W03,398
2024-04-01,P0006,W01,506
2024-04-01,P0006,W02,410
2024-04-01,P0006,W03,382
2024-04-01,P0007,W01,319
2024-04-01,P0007,W02,185
2024-04-01,P0007,W03,55
2024-04-01,P0008,W01,115
2024-04-01,P0008,W02,260
2024-04-01,P0008,W03,206
2024-04-01,P0009,W01,561
2024-04-01,P0009,W02,62
2024-04-01,P0009,W03,525
2024-04-01,P0010,W01,599
2024-04-01,P0010,W02,193
2024-04-01,P0010,W03,449
2024-04-01,P0011,W01,253
2024-04-01,P0011,W02,425
2024-04-01,P0011,W03,60
2024-04-01,P0012,W01,587
2024-04-01,P0012,W02,319
2024-04-01,P0012,W03,187
2024-04-01,P0013,W01,543
2024-04-01,P0013,W02,428
2024-04-01,P0013,W03,397
2024-04-01,P0014,W01,472
2024-04-01,P0014,W02,535
2024-04-01,P0014,W03,552
2024-04-01,P0015,W01,513
2024-04-01,P0015,W02,348
2024-04-01,P0015,W03,377
2024-04-01,P0016,W01,351
2024-04-01,P0016,W02,293
2024-04-01,P0016,W03,574
2024-04-01,P0017,W01,148
2024-04-01,P0017,W02,476
2024-04-01,P0017,W03,138
2024-04-01,P0018,W01,427
2024-04-01,P0018,W02,380
2024-04-01,P0018,W03,371
2024-04-01,P0019,W01,111
2024-04-01,P0019,W02,598
2024-04-01,P0019,W03,585
2024-04-01,P0020,W01,342
2024-04-01,P0020,W02,434
2024-04-01,P0020,W03,46
2024-04-01,P0021,W01,269
2024-04-01,P0021,W02,526
2024-04-01,P0021,W03,350
2024-04-01,P0022,W01,600
2024-04-01,P0022,W02,448
2024-04-01,P0022,W03,207
2024-04-01,P0023,W01,397
2024-04-01,P0023,W02,549
2024-04-01,P0023,W03,525
2024-04-01,P0024,W01,121
2024-04-01,P0024,W02,390
2024-04-01,P0024,W03,126
2024-04-01,P0025,W01,352
2024-04-01,P0025,W02,534
2024-04-01,P0025,W03,427
2024-04-01,P0026,W01,407
2024-04-01,P0026,W02,115
2024-04-01,P0026,W03,543
2024-04-01,P0027,W01,277
2024-04-01,P0027,W02,53
2024-04-01,P0027,W03,281
2024-04-01,P0028,W01,548
2024-04-01,P0028,W02,477
2024-04-01,P0028,W03,218
2024-04-01,P0029,W01,232
2024-04-01,P0029,W02,404
2024-04-01,P0029,W03,563
2024-04-01,P0030,W01,46
2024-04-01,P0030,W02,559
2024-04-01,P0030,W03,147
2024-04-01,P0031,W01,111
2024-04-01,P0031,W02,420
2024-04-01,P0031,W03,143
2024-04-01,P0032,W01,201
2024-04-01,P0032,W02,338
2024-04-01,P0032,W03,422
2024-04-01,P0033,W01,399
2024-04-01,P0033,W02,119
2024-04-01,P0033,W03,161
2024-04-01,P0034,W01,44
2024-04-01,P0034,W02,316
2024-04-01,P0034,W03,125
2024-04-01,P0035,W01,218
2024-04-01,P0035,W02,451
2024-04-01,P0035,W03,184
2024-04-01,P0036,W01,407
2024-04-01,P0036,W02,286
2024-04-01,P0036,W03,319
2024-04-01,P0037,W01,170
2024-04-01,P0037,W02,508
2024-04-01,P0037,W03,501
2024-04-01,P0038,W01,191
2024-04-01,P0038,W02,388
2024-04-01,P0038,W03,508
2024-04-01,P0039,W01,233
2024-04-01,P0039,W02,598
2024-04-01,P0039,W03,521
2024-04-01,P0040,W01,322
2024-04-01,P0040,W02,84
2024-04-01,P0040,W03,325
2024-04-01,P0041,W01,526
2024-04-01,P0041,W02,230
2024-04-01,P0041,W03,423
2024-04-01,P0042,W01,582
2024-04-01,P0042,W02,119
2024-04-01,P0042,W03,313
2024-04-01,P0043,W01,551
2024-04-01,P0043,W02,354
2024-04-01,P0043,W03,331
2024-04-01,P0044,W01,215
2024-04-01,P0044,W02,110
2024-04-01,P0044,W03,450
2024-04-01,P0045,W01,91
2024-04-01,P0045,W02,172
2024-04-01,P0045,W03,419
2024-04-01,P0046,W01,323
2024-04-01,P0046,W02,237
2024-04-01,P0046,W03,300
2024-04-01,P0047,W01,560
2024-04-01,P0047,W02,516
2024-04-01,P0047,W03,399
2024-04-01,P0048,W01,422
2024-04-01,P0048,W02,205
2024-04-01,P0048,W03,571
2024-04-01,P0049,W01,565
2024-04-01,P0049,W02,190
2024-04-01,P0049,W03,408
2024-04-01,P0050,W01,477
2024-04-01,P0050,W02,447
2024-04-01,P0050,W03,208
2024-05-01,P0001,W01,381
2024-05-01,P0001,W02,82
2024-05-01,P0001,W03,594
2024-05-01,P0002,W01,499
2024-05-01,P0002,W02,256
2024-05-01,P0002,W03,252
2024-05-01,P0003,W01,255
2024-05-01,P0003,W02,375
2024-05-01,P0003,W03,446
2024-05-01,P0004,W01,302
2024-05-01,P0004,W02,236
2024-05-01,P0004,W03,358
2024-05-01,P0005,W01,422
2024-05-01,P0005,W02,372
2024-05-01,P0005,W03,503
2024-05-01,P0006,W01,549
2024-05-01,P0006,W02,473
2024-05-01,P0006,W03,358
2024-05-01,P0007,W01,514
2024-05-01,P0007,W02,552
2024-05-01,P0007,W03,262
2024-05-01,P0008,W01,348
2024-05-01,P0008,W02,407
2024-05-01,P0008,W03,255
2024-05-01,P0009,W01,378
2024-05-01,P0009,W02,538
2024-05-01,P0009,W03,158
2024-05-01,P0010,W01,378
2024-05-01,P0010,W02,445
2024-05-01,P0010,W03,106
2024-05-01,P0011,W01,557
2024-05-01,P0011,W02,426
2024-05-01,P0011,W03,540
2024-05-01,P0012,W01,202
2024-05-01,P0012,W02,561
2024-05-01,P0012,W03,354
2024-05-01,P0013,W01,194
2024-05-01,P0013,W02,563
2024-05-01,P0013,W03,588
2024-05-01,P0014,W01,538
2024-05-01,P0014,W02,476
2024-05-01,P0014,W03,535
2024-05-01,P0015,W01,212
2024-05-01,P0015,W02,60
2024-05-01,P0015,W03,464
2024-05-01,P0016,W01,397
2024-05-01,P0016,W02,115
2024-05-01,P0016,W03,73
2024-05-01,P0017,W01,206
2024-05-01,P0017,W02,210
2024-05-01,P0017,W03,434
2024-05-01,P0018,W01,142
2024-05-01,P0018,W02,251
2024-05-01,P0018,W03,339
2024-05-01,P0019,W01,381
2024-05-01,P0019,W02,561
2024-05-01,P0019,W03,109
2024-05-01,P0020,W01,566
2024-05-01,P0020,W02,500
2024-05-01,P0020,W03,316
2024-05-01,P0021,W01,216
2024-05-01,P0021,W02,592
2024-05-01,P0021,W03,144
2024-05-01,P0022,W01,476
2024-05-01,P0022,W02,458
2024-05-01,P0022,W03,559
2024-05-01,P0023,W01,273
2024-05-01,P0023,W02,582
2024-05-01,P0023,W03,550
2024-05-01,P0024,W01,407
2024-05-01,P0024,W02,426
2024-05-01,P0024,W03,362
2024-05-01,P0025,W01,321
2024-05-01,P0025,W02,388
2024-05-01,P0025,W03,520
2024-05-01,P0026,W01,42
2024-05-01,P0026,W02,44
2024-05-01,P0026,W03,328
2024-05-01,P0027,W01,179
2024-05-01,P0027,W02,314
2024-05-01,P0027,W03,344
2024-05-01,P0028,W01,514
2024-05-01,P0028,W02,388
2024-05-01,P0028,W03,77
2024-05-01,P0029,W01,565
2024-05-01,P0029,W02,574
2024-05-01,P0029,W03,340
2024-05-01,P0030,W01,592
2024-05-01,P0030,W02,399
2024-05-01,P0030,W03,153
2024-05-01,P0031,W01,105
2024-05-01,P0031,W02,474
2024-05-01,P0031,W03,489
2024-05-01,P0032,W01,99
2024-05-01,P0032,W02,449
2024-05-01,P0032,W03,305
2024-05-01,P0033,W01,228
2024-05-01,P0033,W02,235
2024-05-01,P0033,W03,237
2024-05-01,P0034,W01,154
2024-05-01,P0034,W02,331
2024-05-01,P0034,W03,465
2024-05-01,P0035,W01,191
2024-05-01,P0035,W02,500
2024-05-01,P0035,W03,393
2024-05-01,P0036,W01,448
2024-05-01,P0036,W02,321
2024-05-01,P0036,W03,566
2024-05-01,P0037,W01,338
2024-05-01,P0037,W02,246
2024-05-01,P0037,W03,376
2024-05-01,P0038,W01,129
2024-05-01,P0038,W02,128
2024-05-01,P0038,W03,342
2024-05-01,P0039,W01,245
2024-05-01,P0039,W02,220
2024-05-01,P0039,W03,296
2024-05-01,P0040,W01,526
2024-05-01,P0040,W02,68
2024-05-01,P0040,W03,457
2024-05-01,P0041,W01,363
2024-05-01,P0041,W02,301
2024-05-01,P0041,W03,433
2024-05-01,P0042,W01,263
2024-05-01,P0042,W02,241
2024-05-01,P0042,W03,238
2024-05-01,P0043,W01,547
2024-05-01,P0043,W02,590
2024-05-01,P0043,W03,581
2024-05-01,P0044,W01,263
2024-05-01,P0044,W02,67
2024-05-01,P0044,W03,413
2024-05-01,P0045,W01,534
2024-05-01,P0045,W02,353
2024-05-01,P0045,W03,312
2024-05-01,P0046,W01,295
2024-05-01,P0046,W02,368
2024-05-01,P0046,W03,359
2024-05-01,P0047,W01,454
2024-05-01,P0047,W02,279
2024-05-01,P0047,W03,533
2024-05-01,P0048,W01,44
2024-05-01,P0048,W02,355
2024-05-01,P0048,W03,414
2024-05-01,P0049,W01,575
2024-05-01,P0049,W02,76
2024-05-01,P0049,W03,156
2024-05-01,P0050,W01,220
2024-05-01,P0050,W02,524
2024-05-01,P0050,W03,266
2024-06-01,P0001,W01,349
2024-06-01,P0001,W02,168
2024-06-01,P0001,W03,556
2024-06-01,P0002,W01,212
2024-06-01,P0002,W02,257
2024-06-01,P0002,W03,296
2024-06-01,P0003,W01,414
2024-06-01,P0003,W02,268
2024-06-01,P0003,W03,465
2024-06-01,P0004,W01,109
2024-06-01,P0004,W02,301
2024-06-01,P0004,W03,205
2024-06-01,P0005,W01,583
2024-06-01,P0005,W02,576
2024-06-01,P0005,W03,352
2024-06-01,P0006,W01,227
2024-06-01,P0006,W02,414
2024-06-01,P0006,W03,46
2024-06-01,P0007,W01,304
2024-06-01,P0007,W02,335
2024-06-01,P0007,W03,62
2024-06-01,P0008,W01,219
2024-06-01,P0008,W02,389
2024-06-01,P0008,W03,340
2024-06-01,P0009,W01,230
2024-06-01,P0009,W02,524
2024-06-01,P0009,W03,496
2024-06-01,P0010,W01,307
2024-06-01,P0010,W02,391
2024-06-01,P0010,W03,352
2024-06-01,P0011,W01,480
2024-06-01,P0011,W02,267
2024-06-01,P0011,W03,548
2024-06-01,P0012,W01,451
2024-06-01,P0012,W02,522
2024-06-01,P0012,W03,113
2024-06-01,P0013,W01,522
2024-06-01,P0013,W02,271
2024-06-01,P0013,W03,240
2024-06-01,P0014,W01,586
2024-06-01,P0014,W02,286
2024-06-01,P0014,W03,268
2024-06-01,P0015,W01,467
2024-06-01,P0015,W02,497
2024-06-01,P0015,W03,385
2024-06-01,P0016,W01,108
2024-06-01,P0016,W02,579
2024-06-01,P0016,W03,509
2024-06-01,P0017,W01,134
2024-06-01,P0017,W02,254
2024-06-01,P0017,W03,482
2024-06-01,P0018,W01,154
2024-06-01,P0018,W02,537
2024-06-01,P0018,W03,186
2024-06-01,P0019,W01,348
2024-06-01,P0019,W02,68
2024-06-01,P0019,W03,51
2024-06-01,P0020,W01,47
2024-06-01,P0020,W02,372
2024-06-01,P0020,W03,105
2024-06-01,P0021,W01,133
2024-06-01,P0021,W02,123
2024-06-01,P0021,W03,43
2024-06-01,P0022,W01,43
2024-06-01,P0022,W02,512
2024-06-01,P0022,W03,386
2024-06-01,P0023,W01,439
2024-06-01,P0023,W02,167
2024-06-01,P0023,W03,246
2024-06-01,P0024,W01,365
2024-06-01,P0024,W02,301
2024-06-01,P0024,W03,519
2024-06-01,P0025,W01,243
2024-06-01,P0025,W02,355
2024-06-01,P0025,W03,393
2024-06-01,P0026,W01,95
2024-06-01,P0026,W02,339
2024-06-01,P0026,W03,271
2024-06-01,P0027,W01,318
2024-06-01,P0027,W02,422
2024-06-01,P0027,W03,570
2024-06-01,P0028,W01,171
2024-06-01,P0028,W02,359
2024-06-01,P0028,W03,130
2024-06-01,P0029,W01,43
2024-06-01,P0029,W02,86
2024-06-01,P0029,W03,93
2024-06-01,P0030,W01,367
2024-06-01,P0030,W02,481
2024-06-01,P0030,W03,497
2024-06-01,P0031,W01,206
2024-06-01,P0031,W02,269
2024-06-01,P0031,W03,589
2024-06-01,P0032,W01,415
2024-06-01,P0032,W02,189
2024-06-01,P0032,W03,274
2024-06-01,P0033,W01,574
2024-06-01,P0033,W02,180
2024-06-01,P0033,W03,444
2024-06-01,P0034,W01,464
2024-06-01,P0034,W02,461
2024-06-01,P0034,W03,437
2024-06-01,P0035,W01,497
2024-06-01,P0035,W02,543
2024-06-01,P0035,W03,398
2024-06-01,P0036,W01,151
2024-06-01,P0036,W02,355
2024-06-01,P0036,W03,564
2024-06-01,P0037,W01,244
2024-06-01,P0037,W02,429
2024-06-01,P0037,W03,121
2024-06-01,P0038,W01,527
2024-06-01,P0038,W02,105
2024-06-01,P0038,W03,427
2024-06-01,P0039,W01,469
2024-06-01,P0039,W02,130
2024-06-01,P0039,W03,459
2024-06-01,P0040,W01,542
2024-06-01,P0040,W02,353
2024-06-01,P0040,W03,444
2024-06-01,P0041,W01,96
