SalesID,Date,ProductID,WarehouseID,QuantitySold,SalesAmount
144,2026-10-05,P0039,W02,4,31116
145,2026-10-09,P0009,W02,13,32149
146,2025-01-01,P0028,W02,18,29826
147,2024-02-02,P0026,W03,1,4290
148,2024-05-18,P0010,W03,5,39330
149,2025-11-25,P0050,W01,25,15325
150,2025-11-05,P0020,W02,20,43080
151,2024-01-21,P0025,W02,6,37830
152,2025-08-17,P0018,W03,24,116352
153,2025-02-19,P0004,W03,17,15725
154,2026-07-03,P0040,W01,24,57024
155,2025-03-20,P0014,W02,5,27130
156,2025-04-14,P0027,W02,3,21579
157,2026-07-20,P0001,W01,13,77350
158,2025-09-04,P0039,W01,1,7779
159,2025-02-20,P0026,W02,23,98670
160,2025-09-05,P0025,W02,11,69355
161,2025-04-14,P0031,W02,7,45241
162,2024-12-14,P0046,W01,18,39852
163,2026-03-13,P0029,W03,7,48769
164,2025-02-03,P0038,W03,24,72168
165,2024-09-03,P0033,W03,16,77808
166,2025-11-18,P0022,W02,16,77824
167,2026-12-01,P0011,W01,17,81566
168,2024-06-04,P0048,W03,6,22326
169,2025-05-09,P0012,W03,12,44856
170,2024-06-22,P0015,W01,16,93008
171,2026-09-29,P0030,W03,4,28304
172,2026-10-01,P0027,W03,4,28772
173,2024-08-10,P0047,W02,8,62632
174,2026-02-28,P0010,W01,10,78660
175,2026-03-13,P0019,W03,2,4122
176,2026-04-02,P0007,W01,9,69309
177,2026-11-01,P0011,W02,23,110354
178,2024-10-28,P0035,W02,21,124698
179,2024-10-20,P0048,W03,18,66978
180,2024-12-24,P0015,W03,8,46504
181,2026-11-23,P0011,W01,19,91162
182,2024-07-24,P0027,W02,7,50351
183,2025-10-22,P0025,W02,3,18915
184,2024-01-20,P0002,W03,4,28772
185,2026-09-01,P0024,W01,23,67436
186,2025-02-26,P0037,W03,8,35096
187,2024-04-08,P0008,W01,19,53295
188,2025-04-22,P0021,W03,4,21120
189,2024-12-10,P0005,W01,3,7374
190,2026-12-29,P0034,W03,11,19910
191,2025-11-04,P0050,W01,24,14712
192,2024-01-19,P0046,W01,18,39852
193,2024-12-07,P0031,W02,4,25852
194,2024-07-29,P0037,W01,18,78966
195,2024-07-20,P0019,W03,14,28854
196,2026-03-02,P0002,W01,19,136667
197,2024-08-03,P0031,W02,17,109871
198,2026-10-29,P0048,W01,9,33489
199,2026-12-11,P0032,W02,17,74307
200,2024-01-20,P0024,W02,10,29320
201,2024-01-18,P0001,W01,6,35700
202,2025-10-28,P0030,W03,9,63684
203,2025-11-21,P0009,W02,20,49460
204,2024-10-21,P0042,W02,16,113600
205,2025-12-13,P0019,W02,15,30915
206,2026-06-09,P0016,W01,9,44181
207,2026-01-15,P0048,W01,17,63257
208,2026-01-28,P0036,W02,18,89460
209,2025-07-11,P0032,W03,3,13113
210,2024-04-15,P0035,W01,10,59380
211,2024-01-15,P0044,W01,18,128574
212,2025-04-16,P0028,W02,1,1657
213,2025-01-12,P0028,W02,2,3314
214,2025-04-21,P0045,W01,1,1060
215,2025-10-28,P0011,W01,18,86364
216,2025-10-12,P0013,W01,21,96243
217,2025-02-06,P0010,W01,3,23598
218,2026-06-13,P0022,W02,10,48640
219,2025-12-10,P0046,W01,20,44280
220,2026-11-29,P0015,W01,4,23252
221,2025-08-29,P0047,W03,19,148751
222,2025-01-14,P0045,W02,22,23320
223,2025-06-20,P0041,W01,25,122600
224,2026-02-11,P0045,W01,10,10600
225,2026-10-09,P0020,W02,11,23694
226,2025-03-11,P0043,W01,6,47592
227,2024-02-11,P0014,W01,22,119372
228,2025-11-20,P0041,W01,21,102984
229,2025-12-17,P0008,W03,23,64515
230,2024-02-22,P0028,W02,24,39768
231,2026-05-05,P0003,W01,8,60000
232,2026-04-28,P0006,W02,21,91056
233,2024-09-04,P0045,W02,11,11660
234,2026-06-11,P0009,W01,20,49460
235,2025-03-10,P0046,W02,16,35424
236,2026-10-21,P0018,W02,12,58176
237,2024-05-02,P0048,W02,9,33489
238,2024-07-09,P0002,W03,2,14386
239,2024-08-09,P0022,W01,16,77824
240,2024-05-12,P0047,W01,2,15658
241,2024-01-20,P0011,W01,1,4798
242,2024-01-31,P0004,W01,5,4625
243,2024-01-25,P0003,W01,1,7500
244,2026-07-27,P0002,W01,21,151053
245,2025-04-12,P0008,W03,10,28050
246,2024-11-28,P0019,W01,22,45342
247,2025-01-16,P0020,W03,24,51696
248,2026-12-19,P0042,W02,3,21300
249,2025-03-08,P0046,W01,19,42066
250,2026-01-30,P0038,W01,19,57133
251,2026-10-18,P0005,W01,22,54076
252,2026-07-08,P0034,W03,9,16290
253,2026-02-16,P0008,W03,15,42075
254,2026-11-14,P0009,W02,14,34622
255,2026-08-25,P0013,W02,14,64162
256,2026-02-09,P0016,W03,5,24545
257,2024-02-10,P0028,W02,18,29826
258,2026-04-27,P0029,W02,9,62703
259,2025-11-12,P0013,W02,4,18332
260,2026-07-07,P0026,W01,8,34320
261,2026-11-07,P0023,W02,1,2141
262,2025-11-21,P0008,W02,25,70125
263,2025-05-14,P0025,W01,25,157625
264,2024-08-07,P0042,W03,2,14200
265,2026-12-31,P0009,W02,18,44514
266,2025-07-20,P0048,W03,17,63257
267,2026-10-08,P0028,W02,5,8285
268,2026-11-12,P0012,W03,13,48594
269,2026-12-10,P0050,W01,20,12260
270,2025-07-04,P0018,W01,25,121200
271,2024-08-08,P0050,W02,2,1226
272,2025-09-07,P0013,W03,10,45830
273,2026-12-11,P0008,W02,15,42075
274,2024-05-03,P0014,W02,24,130224
275,2026-04-26,P0011,W03,3,14394
276,2024-03-14,P0013,W01,3,13749
277,2024-05-17,P0021,W01,23,121440
278,2025-07-28,P0049,W02,25,146725
279,2024-06-22,P0004,W02,11,10175
280,2024-08-31,P0046,W02,23,50922
281,2026-12-08,P0008,W03,4,11220
282,2025-09-12,P0005,W03,20,49160
283,2025-12-28,P0048,W01,19,70699
284,2025-10-02,P0038,W02,6,18042
285,2025-03-12,P0007,W02,2,15402
286,2025-10-29,P0044,W02,21,150003
287,2026-07-10,P0030,W01,9,63684
288,2026-12-16,P0035,W03,19,112822
289,2024-04-05,P0027,W03,1,7193
290,2026-06-26,P0024,W02,8,23456
291,2026-10-13,P0033,W01,9,43767
292,2025-07-22,P0031,W01,10,64630
293,2026-09-24,P0002,W02,23,165439
294,2024-03-27,P0003,W01,13,97500
295,2026-02-13,P0034,W03,5,9050
296,2024-02-03,P0043,W02,5,39660
297,2026-02-20,P0027,W03,14,100702
298,2026-01-13,P0015,W03,7,40691
299,2024-06-11,P0042,W01,15,106500
300,2025-12-23,P0005,W02,9,22122
301,2025-07-11,P0040,W02,16,38016
302,2025-02-25,P0032,W01,25,109275
303,2026-03-29,P0032,W02,4,17484
304,2025-07-09,P0021,W02,6,31680
305,2026-09-29,P0009,W03,5,12365
306,2024-11-25,P0034,W01,14,25340
307,2025-04-18,P0048,W01,2,7442
308,2025-02-10,P0046,W02,4,8856
309,2024-05-12,P0004,W01,14,12950
310,2024-03-04,P0035,W01,3,17814
311,2025-03-23,P0018,W02,5,24240
312,2025-01-15,P0024,W03,4,11728
313,2024-09-07,P0037,W03,22,96514
314,2024-09-12,P0006,W02,22,95392
315,2024-07-18,P0037,W02,24,105288
316,2026-02-01,P0033,W03,21,102123
317,2026-07-11,P0014,W01,24,130224
318,2024-10-24,P0025,W02,8,50440
319,2025-07-11,P0008,W01,17,47685
320,2025-10-04,P0015,W02,18,104634
321,2025-06-17,P0031,W02,23,148649
322,2025-03-01,P0045,W02,4,4240
323,2025-05-02,P0017,W02,10,50780
324,2025-04-02,P0025,W02,16,100880
325,2025-01-14,P0019,W01,1,2061
326,2026-07-27,P0036,W01,9,44730
327,2024-08-05,P0050,W01,20,12260
328,2025-09-26,P0011,W01,19,91162
329,2024-02-12,P0050,W03,8,4904
330,2025-06-01,P0012,W03,6,22428
331,2025-03-05,P0010,W03,15,117990
332,2025-03-22,P0020,W03,14,30156
333,2025-03-04,P0028,W02,9,14913
334,2024-10-03,P0017,W02,22,111716
335,2026-06-08,P0037,W01,15,65805
336,2024-09-08,P0035,W01,1,5938
337,2025-06-05,P0044,W03,3,21429
338,2026-06-25,P0029,W03,19,132373
339,2024-06-25,P0044,W02,9,64287
340,2024-08-24,P0043,W03,2,15864
341,2025-11-04,P0002,W03,2,14386
342,2025-04-17,P0002,W01,6,43158
343,2024-02-03,P0003,W02,5,37500
344,2025-03-17,P0019,W02,25,51525
345,2026-01-10,P0037,W03,15,65805
346,2026-06-09,P0048,W03,24,89304
347,2024-03-13,P0006,W02,7,30352
348,2026-05-21,P0014,W03,15,81390
349,2025-07-19,P0015,W02,22,127886
350,2024-04-24,P0009,W03,25,61825
351,2024-12-02,P0021,W03,8,42240
352,2024-11-06,P0005,W02,6,14748
353,2025-08-02,P0039,W01,21,163359
354,2024-10-25,P0009,W02,3,7419
355,2026-05-18,P0032,W03,19,83049
356,2026-01-18,P0048,W02,4,14884
357,2025-11-23,P0034,W01,25,45250
358,2026-11-13,P0007,W03,15,115515
359,2025-04-19,P0039,W03,16,124464
360,2024-11-01,P0035,W02,3,17814
361,2026-03-23,P0048,W01,1,3721
362,2024-01-11,P0038,W01,23,69161
363,2025-07-19,P0050,W02,5,3065
364,2025-05-19,P0047,W02,12,93948
365,2024-08-26,P0006,W02,14,60704
366,2024-07-08,P0037,W03,9,39483
367,2026-12-22,P0029,W02,7,48769
368,2026-10-19,P0046,W03,9,19926
369,2025-01-24,P0036,W02,4,19880
370,2026-03-28,P0020,W03,25,53850
371,2025-09-22,P0001,W01,25,148750
372,2025-07-05,P0002,W03,3,21579
373,2026-09-28,P0005,W02,15,36870
374,2024-07-31,P0026,W03,25,107250
375,2026-05-19,P0038,W02,8,24056
376,2026-02-24,P0035,W02,21,124698
377,2026-09-20,P0018,W03,20,96960
378,2025-05-08,P0038,W02,1,3007
379,2024-12-11,P0028,W01,14,23198
380,2024-08-29,P0041,W01,24,117696
381,2026-03-01,P0002,W01,2,14386
382,2026-08-07,P0019,W02,8,16488
383,2025-03-06,P0035,W02,10,59380
384,2024-02-06,P0017,W02,24,121872
385,2025-07-10,P0047,W03,11,86119
386,2024-07-26,P0039,W01,20,155580
387,2024-05-07,P0018,W01,19,92112
388,2025-07-24,P0001,W01,25,148750
389,2026-05-23,P0026,W02,19,81510
390,2024-04-01,P0007,W02,22,169422
391,2025-02-03,P0026,W03,19,81510
392,2024-12-14,P0022,W01,22,107008
393,2026-10-21,P0030,W03,21,148596
394,2024-04-13,P0018,W03,22,106656
395,2025-03-16,P0016,W01,14,68726
396,2024-03-20,P0035,W01,23,136574
397,2025-05-28,P0038,W02,4,12028
398,2025-07-07,P0001,W03,15,89250
399,2025-11-13,P0016,W03,21,103089
400,2026-06-04,P0025,W03,19,119795
401,2024-09-03,P0048,W01,4,14884
402,2026-06-22,P0014,W02,11,59686
403,2026-01-20,P0035,W02,5,29690
404,2025-09-16,P0036,W01,25,124250
405,2024-08-13,P0030,W01,2,14152
406,2025-01-21,P0002,W02,6,43158
407,2025-03-07,P0031,W01,2,12926
408,2026-03-27,P0019,W02,25,51525
409,2025-06-27,P0008,W02,4,11220
410,2025-03-27,P0024,W02,4,11728
411,2025-04-09,P0031,W03,12,77556
412,2024-05-01,P0011,W02,25,119950
413,2024-12-14,P0038,W02,15,45105
414,2026-09-04,P0045,W02,17,18020
415,2026-12-11,P0035,W01,5,29690
416,2024-11-06,P0035,W01,15,89070
417,2026-05-20,P0037,W03,2,8774
418,2024-07-15,P0039,W02,8,62232
419,2024-06-04,P0015,W02,22,127886
420,2026-03-13,P0049,W02,2,11738
421,2025-01-31,P0025,W03,21,132405
422,2024-04-11,P0007,W02,10,77010
423,2025-09-04,P0049,W03,8,46952
424,2025-06-06,P0032,W03,15,65565
425,2025-09-24,P0042,W01,3,21300
426,2025-06-28,P0041,W02,13,63752
427,2025-12-21,P0041,W03,3,14712
428,2025-02-07,P0004,W03,5,4625
429,2024-07-07,P0039,W02,14,108906
430,2026-06-19,P0017,W02,4,20312
431,2024-10-09,P0023,W03,10,21410
432,2024-02-17,P0048,W02,18,66978
433,2024-03-13,P0034,W03,12,21720
434,2026-03-16,P0047,W03,3,23487
435,2025-04-19,P0022,W03,15,72960
436,2026-12-22,P0047,W01,17,133093
437,2025-10-25,P0002,W03,8,57544
438,2024-01-29,P0030,W02,15,106140
439,2026-09-16,P0049,W01,9,52821
440,2024-05-06,P0039,W03,12,93348
441,2025-09-25,P0023,W03,5,10705
442,2026-09-19,P0018,W01,18,87264
443,2025-10-23,P0006,W01,15,65040
444,2025-09-15,P0044,W03,22,157146
445,2024-11-21,P0018,W03,19,92112
446,2026-12-01,P0042,W01,16,113600
447,2024-12-03,P0041,W03,22,107888
448,2024-09-20,P0038,W01,14,42098
449,2025-12-29,P0026,W02,23,98670
450,2026-02-27,P0047,W03,12,93948
451,2024-03-29,P0026,W01,21,90090
452,2024-10-23,P0025,W02,9,56745
453,2025-09-09,P0045,W02,1,1060
454,2026-09-23,P0039,W02,7,54453
455,2026-11-11,P0024,W01,21,61572
456,2026-01-11,P0050,W02,21,12873
457,2024-04-16,P0031,W02,17,109871
458,2026-05-08,P0005,W02,23,56534
459,2024-12-22,P0002,W03,6,43158
460,2024-06-11,P0020,W02,1,2154
461,2024-07-20,P0039,W02,1,7779
462,2025-11-27,P0016,W03,17,83453
463,2024-05-12,P0021,W02,5,26400
464,2024-02-25,P0045,W02,11,11660
465,2024-03-20,P0005,W03,3,7374
466,2025-01-29,P0005,W02,7,17206
467,2026-04-29,P0020,W03,20,43080
468,2026-10-17,P0047,W01,14,109606
469,2026-06-03,P0036,W02,4,19880
470,2026-08-27,P0050,W02,23,14099
471,2025-09-05,P0006,W02,13,56368
472,2024-02-26,P0010,W01,15,117990
473,2025-02-13,P0045,W02,21,22260
474,2026-08-15,P0045,W01,14,14840
475,2026-01-13,P0012,W01,14,52332
476,2025-01-16,P0010,W02,19,149454
477,2024-02-09,P0033,W03,6,29178
478,2024-04-22,P0014,W02,25,135650
479,2024-10-01,P0013,W01,21,96243
480,2026-02-13,P0022,W01,20,97280
481,2025-06-10,P0009,W01,1,2473
482,2024-05-12,P0049,W03,3,17607
483,2024-11-06,P0012,W02,2,7476
484,2026-10-26,P0007,W02,8,61608
485,2026-02-11,P0039,W01,6,46674
486,2026-03-23,P0004,W02,8,7400
487,2024-01-01,P0050,W01,3,1839
488,2025-06-11,P0038,W03,6,18042
489,2025-06-01,P0022,W03,17,82688
490,2025-04-23,P0011,W03,14,67172
491,2024-10-19,P0035,W01,24,142512
492,2024-11-10,P0023,W02,3,6423
493,2025-06-07,P0047,W02,17,133093
494,2024-12-06,P0023,W01,19,40679
495,2024-01-23,P0037,W03,5,21935
496,2025-04-19,P0021,W01,10,52800
497,2025-03-17,P0031,W03,6,38778
498,2025-05-31,P0041,W03,1,4904
499,2025-06-30,P0038,W03,6,18042
500,2025-12-09,P0015,W02,7,40691
501,2025-06-09,P0024,W03,25,73300
502,2026-11-30,P0001,W02,23,136850
503,2025-10-25,P0021,W03,23,121440
504,2025-08-08,P0001,W03,20,119000
505,2025-06-09,P0043,W03,18,142776
506,2025-07-30,P0049,W02,23,134987
507,2025-07-20,P0005,W01,9,22122
508,2024-05-12,P0046,W01,8,17712
509,2024-08-09,P0033,W02,23,111849
510,2025-05-06,P0048,W02,11,40931
511,2024-09-29,P0041,W02,12,58848
512,2025-07-21,P0047,W02,20,156580
513,2024-09-28,P0008,W02,25,70125
514,2025-05-11,P0042,W03,9,63900
515,2025-02-27,P0026,W03,13,55770
516,2024-04-24,P0017,W02,9,45702
517,2025-05-02,P0019,W03,9,18549
518,2025-11-07,P0008,W01,5,14025
519,2026-05-20,P0001,W03,15,89250
520,2025-02-13,P0035,W03,11,65318
521,2024-04-26,P0021,W03,20,105600
522,2025-03-02,P0041,W03,21,102984
523,2026-08-02,P0023,W03,14,29974
524,2024-09-17,P0001,W01,23,136850
525,2025-10-30,P0015,W01,9,52317
526,2025-03-23,P0017,W03,19,96482
527,2026-04-28,P0034,W02,9,16290
528,2024-07-02,P0047,W01,25,195725
529,2025-05-07,P0014,W01,25,135650
530,2025-06-22,P0029,W02,6,41802
531,2024-10-31,P0017,W03,17,86326
532,2025-10-29,P0038,W02,3,9021
533,2024-11-04,P0048,W02,18,66978
534,2025-06-09,P0040,W03,22,52272
535,2024-06-07,P0026,W03,7,30030
536,2026-08-14,P0004,W01,13,12025
537,2024-04-25,P0018,W03,7,33936
538,2025-02-15,P0027,W03,16,115088
539,2026-05-27,P0010,W01,18,141588
540,2024-09-13,P0048,W02,2,7442
541,2026-06-13,P0043,W01,16,126912
542,2026-08-28,P0010,W01,10,78660
543,2025-09-10,P0025,W03,4,25220
544,2026-05-29,P0031,W02,11,71093
545,2025-10-12,P0029,W01,7,48769
546,2025-03-11,P0028,W02,7,11599
547,2026-08-12,P0021,W03,10,52800
548,2026-01-25,P0027,W01,1,7193
549,2024-10-25,P0014,W02,8,43408
550,2024-08-24,P0032,W02,24,104904
551,2025-07-01,P0005,W03,9,22122
552,2026-05-12,P0011,W01,15,71970
553,2025-10-24,P0035,W01,12,71256
554,2026-04-22,P0002,W02,2,14386
555,2025-10-26,P0048,W02,2,7442
556,2024-12-16,P0035,W02,24,142512
557,2024-06-23,P0040,W03,7,16632
558,2026-02-02,P0016,W02,4,19636
559,2024-08-05,P0038,W02,24,72168
560,2024-06-23,P0021,W01,23,121440
561,2024-12-16,P0045,W01,19,20140
562,2025-06-27,P0047,W01,16,125264
563,2025-09-26,P0037,W02,19,83353
564,2025-08-26,P0008,W03,20,56100
565,2026-06-24,P0006,W03,16,69376
566,2025-04-28,P0039,W01,14,108906
567,2025-08-27,P0024,W01,3,8796
568,2025-12-05,P0033,W01,21,102123
569,2026-05-18,P0050,W01,22,13486
570,2026-01-02,P0045,W02,13,13780
571,2025-10-23,P0011,W02,21,100758
572,2025-09-03,P0006,W03,22,95392
573,2025-05-24,P0013,W02,9,41247
574,2025-03-25,P0038,W02,21,63147
575,2024-03-18,P0004,W03,22,20350
576,2024-12-26,P0046,W03,20,44280
577,2026-09-09,P0010,W03,5,39330
578,2025-12-30,P0033,W01,5,24315
579,2026-11-21,P0004,W01,22,20350
580,2026-06-19,P0005,W01,15,36870
581,2026-11-29,P0005,W03,6,14748
582,2026-04-12,P0027,W01,25,179825
583,2025-02-11,P0014,W01,5,27130
584,2026-03-03,P0041,W01,25,122600
585,2025-01-31,P0021,W01,8,42240
586,2025-03-02,P0030,W02,8,56608
587,2024-10-07,P0015,W02,25,145325
588,2024-09-26,P0014,W01,8,43408
589,2025-11-17,P0021,W03,11,58080
590,2024-03-17,P0022,W02,21,102144
591,2025-02-15,P0003,W03,6,45000
592,2024-09-08,P0012,W02,23,85974
593,2026-10-14,P0037,W03,10,43870
594,2026-10-24,P0015,W03,19,110447
595,2026-05-28,P0042,W03,23,163300
596,2024-09-02,P0036,W01,18,89460
597,2025-11-30,P0050,W03,13,7969
598,2025-03-18,P0040,W03,13,30888
599,2024-09-14,P0045,W02,19,20140
600,2026-08-08,P0030,W01,13,91988
601,2025-08-15,P0035,W02,8,47504
602,2024-06-07,P0012,W01,22,82236
603,2026-11-13,P0042,W01,10,71000
604,2025-11-01,P0017,W01,5,25390
605,2026-09-18,P0024,W03,12,35184
606,2026-05-03,P0046,W01,18,39852
607,2024-02-07,P0018,W01,15,72720
608,2026-05-25,P0026,W01,15,64350
609,2024-01-10,P0016,W03,6,29454
610,2025-04-06,P0008,W02,25,70125
611,2025-05-20,P0029,W01,24,167208
612,2025-04-11,P0035,W01,1,5938
613,2025-05-24,P0029,W01,9,62703
614,2024-08-10,P0013,W03,7,32081
615,2026-02-03,P0028,W03,22,36454
616,2024-11-20,P0003,W02,16,120000
617,2024-01-05,P0015,W03,11,63943
618,2026-10-02,P0022,W01,11,53504
619,2025-07-12,P0004,W01,25,23125
620,2024-09-20,P0029,W03,19,132373
621,2025-05-25,P0042,W03,19,134900
622,2025-12-12,P0001,W01,2,11900
623,2025-01-16,P0026,W01,24,102960
624,2024-11-11,P0016,W02,1,4909
625,2024-05-18,P0025,W02,23,145015
626,2025-03-16,P0007,W01,12,92412
627,2026-02-17,P0001,W02,6,35700
628,2025-01-04,P0017,W01,21,106638
629,2025-11-30,P0011,W01,12,57576
630,2025-12-11,P0004,W03,5,4625
631,2026-01-11,P0003,W02,25,187500
632,2026-12-16,P0032,W03,24,104904
633,2024-06-23,P0016,W02,25,122725
634,2026-07-12,P0039,W02,9,70011
635,2026-05-17,P0001,W01,22,130900
636,2025-08-05,P0010,W02,19,149454
637,2026-07-26,P0040,W03,14,33264
638,2025-01-13,P0026,W02,7,30030
639,2026-03-26,P0048,W03,2,7442
640,2025-10-26,P0020,W01,22,47388
641,2025-04-02,P0010,W02,13,102258
642,2025-12-27,P0032,W02,23,100533
643,2025-08-17,P0020,W02,12,25848
644,2026-09-30,P0007,W03,14,107814
645,2025-07-24,P0021,W03,16,84480
646,2024-11-02,P0018,W03,6,29088
647,2024-02-19,P0001,W02,3,17850
648,2025-03-25,P0026,W03,22,94380
649,2025-11-06,P0020,W02,4,8616
650,2025-11-13,P0025,W03,23,145015
651,2024-03-13,P0006,W02,10,43360
652,2025-08-15,P0013,W03,11,50413
653,2024-08-18,P0028,W03,8,13256
654,2025-09-23,P0045,W03,5,5300
655,2026-06-25,P0037,W02,3,13161
656,2024-01-12,P0015,W01,12,69756
657,2025-05-04,P0038,W03,3,9021
658,2024-11-25,P0037,W02,14,61418
659,2025-11-16,P0014,W03,1,5426
660,2024-01-15,P0029,W02,24,167208
661,2026-01-05,P0026,W03,22,94380
662,2024-11-21,P0029,W01,11,76637
663,2026-02-05,P0045,W01,21,22260
